路段,时间,蓝牌车辆数,黄牌车辆数,合计,平均车速,大车混入率,拥堵路段占比,可吸入物排放量,氮氧化物排放量,一氧化碳排放量,服务水平,管控措施,路段预测流量,v2x平均车速,v2x平均车头时距,v2x车辆数,v2x行驶里程,v2x车牌号,v2x车辆类型
红垦枢纽_机场互通_宁波方向,2021-06-12 10:26:00,287,180,752,108,0.35,0.23,332,420,713,D,红垦枢纽_机场互通_宁波方向建议实行管控措施，管控措施如下：道路限速：108km/h，可通行大车车道编号：1、2，是否开放可变车道：否,347,115,13,11,109,浙A***58,小汽车
机场互通_瓜沥互通_杭州方向,2021-06-12 10:26:00,200,158,611,112,0.51,0.34,414,405,711,D,机场互通_瓜沥互通_杭州方向建议实行管控措施，管控措施如下：道路限速：108km/h，可通行大车车道编号：1、2，是否开放可变车道：否,341,111,12,15,105,浙A***58,小汽车
机场互通_瓜沥互通_宁波方向,2021-06-12 10:26:00,271,114,655,107,0.31,0.23,416,425,677,C,机场互通_瓜沥互通_宁波方向建议实行管控措施，管控措施如下：道路限速：101km/h，可通行大车车道编号：1、2，是否开放可变车道：否,432,106,4,13,102,浙A***58,小汽车
瓜沥互通_柯桥互通_杭州方向,2021-06-12 10:26:00,225,183,723,118,0.63,0.27,440,431,652,C,无,436,115,12,14,124,浙A***58,小汽车
瓜沥互通_柯桥互通_宁波方向,2021-06-12 10:26:00,225,169,758,106,0.37,0.37,490,413,640,D,无,464,103,9,15,126,浙A***58,小汽车
柯桥互通_齐贤枢纽_杭州方向,2021-06-12 10:26:00,201,193,630,106,0.43,0.3,472,402,675,D,无,397,111,9,11,109,浙A***58,小汽车
柯桥互通_齐贤枢纽_宁波方向,2021-06-12 10:26:00,273,139,623,116,0.27,0.21,369,428,747,C,无,311,110,9,19,109,浙A***58,小汽车
齐贤枢纽_绍兴互通_杭州方向,2021-06-12 10:26:00,275,172,660,114,0.66,0.23,477,418,718,B,无,437,107,11,16,122,浙A***58,小汽车
齐贤枢纽_绍兴互通_宁波方向,2021-06-12 10:26:00,214,111,717,115,0.32,0.27,463,419,701,D,无,423,108,3,18,100,浙A***58,小汽车
绍兴互通_沽渚枢纽_杭州方向,2021-06-12 10:26:00,259,104,702,104,0.27,0.2,357,425,636,A,绍兴互通_沽渚枢纽_杭州方向建议实行管控措施，管控措施如下：道路限速：107km/h，可通行大车车道编号：1、2，是否开放可变车道：否,443,116,8,15,127,浙A***58,小汽车
绍兴互通_沽渚枢纽_宁波方向,2021-06-12 10:26:00,252,164,700,107,0.62,0.34,379,416,637,A,无,488,102,13,16,124,浙A***58,小汽车
沽渚枢纽_上虞互通_杭州方向,2021-06-12 10:26:00,203,155,673,108,0.58,0.37,343,414,736,A,沽渚枢纽_上虞互通_杭州方向建议实行管控措施，管控措施如下：道路限速：102km/h，可通行大车车道编号：1、2，是否开放可变车道：否,383,114,13,15,120,浙A***58,小汽车
沽渚枢纽_上虞互通_宁波方向,2021-06-12 10:26:00,284,141,778,107,0.26,0.29,336,400,634,C,无,457,114,8,16,126,浙A***58,小汽车
上虞互通_牟山互通_杭州方向,2021-06-12 10:26:00,278,112,747,103,0.32,0.32,348,407,731,D,无,434,116,11,11,113,浙A***58,小汽车
上虞互通_牟山互通_宁波方向,2021-06-12 10:26:00,267,153,795,114,0.47,0.35,378,422,620,B,无,472,103,12,19,111,浙A***58,小汽车
牟山互通_余姚西枢纽_杭州方向,2021-06-12 10:26:00,293,133,699,115,0.66,0.33,494,407,675,A,无,379,104,4,17,123,浙A***58,小汽车
牟山互通_余姚西枢纽_宁波方向,2021-06-12 10:26:00,297,113,756,104,0.66,0.28,371,423,664,B,牟山互通_余姚西枢纽_宁波方向建议实行管控措施，管控措施如下：道路限速：106km/h，可通行大车车道编号：1、2，是否开放可变车道：否,468,108,12,18,105,浙A***58,小汽车
余姚西枢纽_余姚互通_杭州方向,2021-06-12 10:26:00,250,173,723,118,0.42,0.23,487,417,646,B,无,416,107,10,16,120,浙A***58,小汽车
余姚西枢纽_余姚互通_宁波方向,2021-06-12 10:26:00,207,119,679,115,0.32,0.35,386,429,670,C,余姚西枢纽_余姚互通_宁波方向建议实行管控措施，管控措施如下：道路限速：102km/h，可通行大车车道编号：1、2，是否开放可变车道：否,372,113,4,15,104,浙A***58,小汽车
余姚互通_大隐互通_杭州方向,2021-06-12 10:26:00,228,170,605,118,0.42,0.27,369,402,727,D,余姚互通_大隐互通_杭州方向建议实行管控措施，管控措施如下：道路限速：106km/h，可通行大车车道编号：1、2，是否开放可变车道：否,464,105,3,19,112,浙A***58,小汽车
余姚互通_大隐互通_宁波方向,2021-06-12 10:26:00,212,163,635,117,0.64,0.32,300,404,715,B,无,302,117,14,16,123,浙A***58,小汽车
路网,2021-06-12 10:27:00,232,143,653,110,0.61,0.27,374,425,741,C,无,354,116,8,19,103,浙A***58,小汽车
红垦枢纽_机场互通_杭州方向,2021-06-12 10:27:00,213,178,645,104,0.27,0.27,301,412,605,B,红垦枢纽_机场互通_杭州方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,379,117,5,16,125,浙A***58,小汽车
红垦枢纽_机场互通_宁波方向,2021-06-12 10:27:00,255,156,673,109,0.42,0.4,428,411,602,D,红垦枢纽_机场互通_宁波方向建议实行管控措施，管控措施如下：道路限速：100km/h，可通行大车车道编号：1、2，是否开放可变车道：否,347,118,5,18,103,浙A***58,小汽车
机场互通_瓜沥互通_杭州方向,2021-06-12 10:27:00,215,140,672,116,0.53,0.32,399,430,611,D,机场互通_瓜沥互通_杭州方向建议实行管控措施，管控措施如下：道路限速：109km/h，可通行大车车道编号：1、2，是否开放可变车道：否,341,107,9,14,121,浙A***58,小汽车
机场互通_瓜沥互通_宁波方向,2021-06-12 10:27:00,230,171,789,118,0.33,0.29,434,419,675,C,机场互通_瓜沥互通_宁波方向建议实行管控措施，管控措施如下：道路限速：109km/h，可通行大车车道编号：1、2，是否开放可变车道：否,432,117,12,19,121,浙A***58,小汽车
瓜沥互通_柯桥互通_杭州方向,2021-06-12 10:27:00,245,139,710,104,0.46,0.36,430,407,687,C,无,436,114,3,12,130,浙A***58,小汽车
瓜沥互通_柯桥互通_宁波方向,2021-06-12 10:27:00,216,159,719,105,0.21,0.35,453,417,695,D,无,464,113,14,19,108,浙A***58,小汽车
柯桥互通_齐贤枢纽_杭州方向,2021-06-12 10:27:00,297,172,719,110,0.22,0.22,490,401,735,D,无,397,113,11,17,109,浙A***58,小汽车
柯桥互通_齐贤枢纽_宁波方向,2021-06-12 10:27:00,213,149,681,111,0.5,0.21,466,423,653,C,无,311,110,3,13,103,浙A***58,小汽车
齐贤枢纽_绍兴互通_杭州方向,2021-06-12 10:27:00,260,170,708,117,0.62,0.21,442,407,748,B,无,437,110,4,15,108,浙A***58,小汽车
齐贤枢纽_绍兴互通_宁波方向,2021-06-12 10:27:00,236,174,720,108,0.5,0.31,411,421,703,D,无,423,114,3,18,126,浙A***58,小汽车
绍兴互通_沽渚枢纽_杭州方向,2021-06-12 10:27:00,289,177,661,113,0.25,0.36,443,409,747,A,绍兴互通_沽渚枢纽_杭州方向建议实行管控措施，管控措施如下：道路限速：108km/h，可通行大车车道编号：1、2，是否开放可变车道：否,443,107,6,10,103,浙A***58,小汽车
绍兴互通_沽渚枢纽_宁波方向,2021-06-12 10:27:00,281,142,755,115,0.32,0.34,312,426,745,A,无,488,109,8,12,110,浙A***58,小汽车
沽渚枢纽_上虞互通_杭州方向,2021-06-12 10:27:00,294,191,715,103,0.65,0.28,492,426,612,A,沽渚枢纽_上虞互通_杭州方向建议实行管控措施，管控措施如下：道路限速：101km/h，可通行大车车道编号：1、2，是否开放可变车道：否,383,113,13,12,111,浙A***58,小汽车
沽渚枢纽_上虞互通_宁波方向,2021-06-12 10:27:00,251,109,720,108,0.41,0.38,354,415,726,C,无,457,109,8,15,106,浙A***58,小汽车
上虞互通_牟山互通_杭州方向,2021-06-12 10:27:00,293,139,668,113,0.49,0.26,400,428,732,D,无,434,114,6,15,114,浙A***58,小汽车
上虞互通_牟山互通_宁波方向,2021-06-12 10:27:00,280,162,767,116,0.49,0.39,381,431,731,B,无,472,118,8,10,114,浙A***58,小汽车
牟山互通_余姚西枢纽_杭州方向,2021-06-12 10:27:00,244,121,732,105,0.5,0.21,388,426,673,A,无,379,113,6,16,131,浙A***58,小汽车
牟山互通_余姚西枢纽_宁波方向,2021-06-12 10:27:00,293,151,663,112,0.26,0.33,330,415,685,B,牟山互通_余姚西枢纽_宁波方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,468,110,10,19,118,浙A***58,小汽车
余姚西枢纽_余姚互通_杭州方向,2021-06-12 10:27:00,277,199,662,113,0.56,0.32,491,410,661,B,无,416,110,14,19,108,浙A***58,小汽车
余姚西枢纽_余姚互通_宁波方向,2021-06-12 10:27:00,257,188,735,108,0.36,0.23,424,415,666,C,余姚西枢纽_余姚互通_宁波方向建议实行管控措施，管控措施如下：道路限速：104km/h，可通行大车车道编号：1、2，是否开放可变车道：否,372,108,8,15,111,浙A***58,小汽车
余姚互通_大隐互通_杭州方向,2021-06-12 10:27:00,225,112,757,103,0.6,0.2,359,420,616,D,余姚互通_大隐互通_杭州方向建议实行管控措施，管控措施如下：道路限速：107km/h，可通行大车车道编号：1、2，是否开放可变车道：否,464,111,5,11,119,浙A***58,小汽车
余姚互通_大隐互通_宁波方向,2021-06-12 10:27:00,247,163,762,105,0.31,0.25,499,403,732,B,无,302,103,3,13,114,浙A***58,小汽车
路网,2021-06-12 10:28:00,273,117,609,103,0.43,0.32,488,411,723,C,无,354,112,8,18,128,浙A***58,小汽车
红垦枢纽_机场互通_杭州方向,2021-06-12 10:28:00,210,148,667,110,0.49,0.23,313,428,730,B,红垦枢纽_机场互通_杭州方向建议实行管控措施，管控措施如下：道路限速：100km/h，可通行大车车道编号：1、2，是否开放可变车道：否,379,102,3,19,111,浙A***58,小汽车
红垦枢纽_机场互通_宁波方向,2021-06-12 10:28:00,211,111,794,110,0.33,0.21,418,412,703,D,红垦枢纽_机场互通_宁波方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,347,110,12,15,118,浙A***58,小汽车
机场互通_瓜沥互通_杭州方向,2021-06-12 10:28:00,273,150,624,110,0.5,0.35,362,402,669,D,机场互通_瓜沥互通_杭州方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,341,107,7,15,129,浙A***58,小汽车
机场互通_瓜沥互通_宁波方向,2021-06-12 10:28:00,241,121,637,108,0.33,0.37,450,424,744,C,机场互通_瓜沥互通_宁波方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,432,111,14,11,107,浙A***58,小汽车
瓜沥互通_柯桥互通_杭州方向,2021-06-12 10:28:00,200,179,688,111,0.25,0.39,467,410,743,C,无,436,105,5,11,126,浙A***58,小汽车
瓜沥互通_柯桥互通_宁波方向,2021-06-12 10:28:00,246,162,744,116,0.51,0.38,363,425,610,D,无,464,103,6,18,103,浙A***58,小汽车
柯桥互通_齐贤枢纽_杭州方向,2021-06-12 10:28:00,276,157,602,104,0.49,0.2,407,418,720,D,无,397,107,11,14,104,浙A***58,小汽车
柯桥互通_齐贤枢纽_宁波方向,2021-06-12 10:28:00,288,182,609,110,0.34,0.39,394,404,636,C,无,311,109,14,12,127,浙A***58,小汽车
齐贤枢纽_绍兴互通_杭州方向,2021-06-12 10:28:00,223,155,700,113,0.3,0.32,422,413,743,B,无,437,109,11,12,110,浙A***58,小汽车
齐贤枢纽_绍兴互通_宁波方向,2021-06-12 10:28:00,232,146,680,110,0.59,0.34,327,417,654,D,无,423,108,11,11,118,浙A***58,小汽车
绍兴互通_沽渚枢纽_杭州方向,2021-06-12 10:28:00,295,105,709,110,0.54,0.29,422,416,618,A,绍兴互通_沽渚枢纽_杭州方向建议实行管控措施，管控措施如下：道路限速：109km/h，可通行大车车道编号：1、2，是否开放可变车道：否,443,113,5,14,108,浙A***58,小汽车
绍兴互通_沽渚枢纽_宁波方向,2021-06-12 10:28:00,214,177,710,111,0.55,0.25,301,417,602,A,无,488,104,5,19,131,浙A***58,小汽车
沽渚枢纽_上虞互通_杭州方向,2021-06-12 10:28:00,219,158,722,106,0.64,0.35,425,425,626,A,沽渚枢纽_上虞互通_杭州方向建议实行管控措施，管控措施如下：道路限速：109km/h，可通行大车车道编号：1、2，是否开放可变车道：否,383,110,3,18,106,浙A***58,小汽车
沽渚枢纽_上虞互通_宁波方向,2021-06-12 10:28:00,215,145,747,115,0.53,0.32,348,420,686,C,无,457,110,12,14,106,浙A***58,小汽车
上虞互通_牟山互通_杭州方向,2021-06-12 10:28:00,298,137,774,113,0.24,0.24,351,410,669,D,无,434,111,4,18,120,浙A***58,小汽车
上虞互通_牟山互通_宁波方向,2021-06-12 10:28:00,227,197,636,117,0.52,0.23,396,424,683,B,无,472,111,13,17,123,浙A***58,小汽车
牟山互通_余姚西枢纽_杭州方向,2021-06-12 10:28:00,281,141,638,105,0.48,0.35,469,419,615,A,无,379,112,5,19,121,浙A***58,小汽车
牟山互通_余姚西枢纽_宁波方向,2021-06-12 10:28:00,280,173,784,117,0.36,0.39,394,428,622,B,牟山互通_余姚西枢纽_宁波方向建议实行管控措施，管控措施如下：道路限速：109km/h，可通行大车车道编号：1、2，是否开放可变车道：否,468,108,6,14,110,浙A***58,小汽车
余姚西枢纽_余姚互通_杭州方向,2021-06-12 10:28:00,228,169,688,104,0.53,0.26,412,414,620,B,无,416,112,3,19,111,浙A***58,小汽车
余姚西枢纽_余姚互通_宁波方向,2021-06-12 10:28:00,256,108,717,112,0.69,0.24,303,416,637,C,余姚西枢纽_余姚互通_宁波方向建议实行管控措施，管控措施如下：道路限速：101km/h，可通行大车车道编号：1、2，是否开放可变车道：否,372,106,6,13,117,浙A***58,小汽车
余姚互通_大隐互通_杭州方向,2021-06-12 10:28:00,241,152,611,112,0.47,0.37,312,406,752,D,余姚互通_大隐互通_杭州方向建议实行管控措施，管控措施如下：道路限速：101km/h，可通行大车车道编号：1、2，是否开放可变车道：否,464,111,11,11,118,浙A***58,小汽车
余姚互通_大隐互通_宁波方向,2021-06-12 10:28:00,273,125,634,114,0.46,0.24,434,408,662,B,无,302,117,10,10,131,浙A***58,小汽车
路网,2021-06-12 10:29:00,288,192,610,116,0.34,0.33,354,420,748,C,无,354,105,9,19,130,浙A***58,小汽车
红垦枢纽_机场互通_杭州方向,2021-06-12 10:29:00,225,105,606,103,0.44,0.27,398,402,652,B,红垦枢纽_机场互通_杭州方向建议实行管控措施，管控措施如下：道路限速：102km/h，可通行大车车道编号：1、2，是否开放可变车道：否,379,112,5,14,118,浙A***58,小汽车
红垦枢纽_机场互通_宁波方向,2021-06-12 10:29:00,277,101,614,104,0.6,0.33,458,405,684,D,红垦枢纽_机场互通_宁波方向建议实行管控措施，管控措施如下：道路限速：106km/h，可通行大车车道编号：1、2，是否开放可变车道：否,347,106,3,11,112,浙A***58,小汽车
机场互通_瓜沥互通_杭州方向,2021-06-12 10:29:00,298,170,649,104,0.41,0.33,490,419,699,D,机场互通_瓜沥互通_杭州方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,341,113,11,13,104,浙A***58,小汽车
机场互通_瓜沥互通_宁波方向,2021-06-12 10:29:00,287,103,715,111,0.38,0.29,322,416,678,C,机场互通_瓜沥互通_宁波方向建议实行管控措施，管控措施如下：道路限速：102km/h，可通行大车车道编号：1、2，是否开放可变车道：否,432,116,5,17,126,浙A***58,小汽车
瓜沥互通_柯桥互通_杭州方向,2021-06-12 10:29:00,257,171,679,117,0.29,0.32,369,429,717,C,无,436,103,13,17,126,浙A***58,小汽车
瓜沥互通_柯桥互通_宁波方向,2021-06-12 10:29:00,276,163,618,104,0.53,0.36,374,417,633,D,无,464,113,3,18,116,浙A***58,小汽车
柯桥互通_齐贤枢纽_杭州方向,2021-06-12 10:29:00,264,167,617,114,0.26,0.31,382,410,650,D,无,397,104,9,16,127,浙A***58,小汽车
柯桥互通_齐贤枢纽_宁波方向,2021-06-12 10:29:00,273,154,743,109,0.49,0.35,443,408,635,C,无,311,114,11,13,103,浙A***58,小汽车
齐贤枢纽_绍兴互通_杭州方向,2021-06-12 10:29:00,299,161,638,118,0.6,0.2,342,409,643,B,无,437,105,6,16,101,浙A***58,小汽车
齐贤枢纽_绍兴互通_宁波方向,2021-06-12 10:29:00,223,107,648,103,0.59,0.24,447,425,705,D,无,423,115,14,10,128,浙A***58,小汽车
绍兴互通_沽渚枢纽_杭州方向,2021-06-12 10:29:00,208,176,739,112,0.64,0.22,360,422,612,A,绍兴互通_沽渚枢纽_杭州方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,443,108,8,12,130,浙A***58,小汽车
绍兴互通_沽渚枢纽_宁波方向,2021-06-12 10:29:00,263,104,717,113,0.27,0.37,307,420,747,A,无,488,110,5,16,101,浙A***58,小汽车
沽渚枢纽_上虞互通_杭州方向,2021-06-12 10:29:00,217,106,634,117,0.31,0.39,353,426,672,A,沽渚枢纽_上虞互通_杭州方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,383,104,14,10,109,浙A***58,小汽车
沽渚枢纽_上虞互通_宁波方向,2021-06-12 10:29:00,204,145,660,115,0.2,0.29,352,406,717,C,无,457,117,3,15,119,浙A***58,小汽车
上虞互通_牟山互通_杭州方向,2021-06-12 10:29:00,232,169,738,112,0.6,0.36,411,408,621,D,无,434,110,10,16,113,浙A***58,小汽车
上虞互通_牟山互通_宁波方向,2021-06-12 10:29:00,232,141,781,110,0.35,0.34,348,421,696,B,无,472,112,7,19,114,浙A***58,小汽车
牟山互通_余姚西枢纽_杭州方向,2021-06-12 10:29:00,212,138,773,111,0.34,0.22,304,411,725,A,无,379,117,10,14,123,浙A***58,小汽车
牟山互通_余姚西枢纽_宁波方向,2021-06-12 10:29:00,280,148,640,109,0.23,0.23,339,403,714,B,牟山互通_余姚西枢纽_宁波方向建议实行管控措施，管控措施如下：道路限速：102km/h，可通行大车车道编号：1、2，是否开放可变车道：否,468,113,4,15,118,浙A***58,小汽车
余姚西枢纽_余姚互通_杭州方向,2021-06-12 10:29:00,259,103,781,112,0.5,0.33,460,408,693,B,无,416,104,5,16,130,浙A***58,小汽车
余姚西枢纽_余姚互通_宁波方向,2021-06-12 10:29:00,278,153,774,118,0.29,0.27,320,404,643,C,余姚西枢纽_余姚互通_宁波方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,372,110,3,14,101,浙A***58,小汽车
余姚互通_大隐互通_杭州方向,2021-06-12 10:29:00,239,165,746,104,0.21,0.28,353,422,639,D,余姚互通_大隐互通_杭州方向建议实行管控措施，管控措施如下：道路限速：109km/h，可通行大车车道编号：1、2，是否开放可变车道：否,464,116,14,10,115,浙A***58,小汽车
余姚互通_大隐互通_宁波方向,2021-06-12 10:29:00,258,167,763,117,0.22,0.39,422,422,675,B,无,302,114,9,15,131,浙A***58,小汽车
路网,2021-06-12 10:30:00,210,100,694,106,0.6,0.38,467,430,676,A,无,315,104,13,11,129,浙A***58,小汽车
红垦枢纽_机场互通_杭州方向,2021-06-12 10:30:00,206,163,683,117,0.25,0.28,363,412,668,B,无,490,103,5,14,108,浙A***58,小汽车
红垦枢纽_机场互通_宁波方向,2021-06-12 10:30:00,239,130,637,114,0.62,0.29,389,425,622,A,红垦枢纽_机场互通_宁波方向建议实行管控措施，管控措施如下：道路限速：104km/h，可通行大车车道编号：1、2，是否开放可变车道：否,434,105,14,17,114,浙A***58,小汽车
机场互通_瓜沥互通_杭州方向,2021-06-12 10:30:00,260,112,703,111,0.53,0.38,455,408,600,B,机场互通_瓜沥互通_杭州方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,354,114,9,13,102,浙A***58,小汽车
机场互通_瓜沥互通_宁波方向,2021-06-12 10:30:00,205,181,657,114,0.43,0.35,374,401,667,C,无,382,117,10,19,128,浙A***58,小汽车
瓜沥互通_柯桥互通_杭州方向,2021-06-12 10:30:00,232,144,613,107,0.37,0.23,471,405,622,C,无,497,108,11,15,125,浙A***58,小汽车
瓜沥互通_柯桥互通_宁波方向,2021-06-12 10:30:00,255,140,608,104,0.46,0.29,438,428,694,D,瓜沥互通_柯桥互通_宁波方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,377,104,9,11,119,浙A***58,小汽车
柯桥互通_齐贤枢纽_杭州方向,2021-06-12 10:30:00,212,156,718,118,0.34,0.22,448,421,718,C,无,414,102,9,12,114,浙A***58,小汽车
柯桥互通_齐贤枢纽_宁波方向,2021-06-12 10:30:00,231,171,793,105,0.29,0.39,338,417,603,B,柯桥互通_齐贤枢纽_宁波方向建议实行管控措施，管控措施如下：道路限速：104km/h，可通行大车车道编号：1、2，是否开放可变车道：否,419,110,14,10,101,浙A***58,小汽车
齐贤枢纽_绍兴互通_杭州方向,2021-06-12 10:30:00,289,192,638,114,0.63,0.21,359,424,722,A,齐贤枢纽_绍兴互通_杭州方向建议实行管控措施，管控措施如下：道路限速：101km/h，可通行大车车道编号：1、2，是否开放可变车道：否,317,110,7,13,114,浙A***58,小汽车
齐贤枢纽_绍兴互通_宁波方向,2021-06-12 10:30:00,217,152,659,112,0.31,0.34,384,409,675,A,无,361,103,9,12,114,浙A***58,小汽车
绍兴互通_沽渚枢纽_杭州方向,2021-06-12 10:30:00,217,107,639,104,0.22,0.24,461,414,727,D,绍兴互通_沽渚枢纽_杭州方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,307,112,9,15,113,浙A***58,小汽车
绍兴互通_沽渚枢纽_宁波方向,2021-06-12 10:30:00,233,175,626,105,0.43,0.35,304,407,722,D,无,395,108,8,16,120,浙A***58,小汽车
沽渚枢纽_上虞互通_杭州方向,2021-06-12 10:30:00,202,166,772,116,0.31,0.29,498,403,654,B,沽渚枢纽_上虞互通_杭州方向建议实行管控措施，管控措施如下：道路限速：105km/h，可通行大车车道编号：1、2，是否开放可变车道：否,345,115,5,14,120,浙A***58,小汽车
沽渚枢纽_上虞互通_宁波方向,2021-06-12 10:30:00,285,142,691,107,0.69,0.29,323,405,668,B,沽渚枢纽_上虞互通_宁波方向建议实行管控措施，管控措施如下：道路限速：107km/h，可通行大车车道编号：1、2，是否开放可变车道：否,376,112,11,11,129,浙A***58,小汽车
上虞互通_牟山互通_杭州方向,2021-06-12 10:30:00,203,118,669,111,0.35,0.24,384,400,728,A,上虞互通_牟山互通_杭州方向建议实行管控措施，管控措施如下：道路限速：100km/h，可通行大车车道编号：1、2，是否开放可变车道：否,406,103,11,18,108,浙A***58,小汽车
上虞互通_牟山互通_宁波方向,2021-06-12 10:30:00,258,137,680,108,0.61,0.26,355,408,660,C,无,317,107,11,11,116,浙A***58,小汽车
牟山互通_余姚西枢纽_杭州方向,2021-06-12 10:30:00,275,102,719,103,0.35,0.2,308,413,703,A,无,456,118,12,12,102,浙A***58,小汽车
牟山互通_余姚西枢纽_宁波方向,2021-06-12 10:30:00,214,152,715,116,0.64,0.28,473,412,631,C,牟山互通_余姚西枢纽_宁波方向建议实行管控措施，管控措施如下：道路限速：108km/h，可通行大车车道编号：1、2，是否开放可变车道：否,489,111,4,10,126,浙A***58,小汽车
余姚西枢纽_余姚互通_杭州方向,2021-06-12 10:30:00,227,166,768,104,0.59,0.38,477,418,665,A,余姚西枢纽_余姚互通_杭州方向建议实行管控措施，管控措施如下：道路限速：103km/h，可通行大车车道编号：1、2，是否开放可变车道：否,407,102,9,19,100,浙A***58,小汽车
余姚西枢纽_余姚互通_宁波方向,2021-06-12 10:30:00,277,170,756,118,0.27,0.28,310,421,715,D,无,339,108,11,13,120,浙A***58,小汽车
余姚互通_大隐互通_杭州方向,2021-06-12 10:30:00,215,183,695,114,0.65,0.23,436,424,627,D,无,324,112,7,14,129,浙A***58,小汽车
余姚互通_大隐互通_宁波方向,2021-06-12 10:30:00,270,143,728,116,0.59,0.35,327,401,735,D,无,460,103,5,10,116,浙A***58,小汽车
